"","uniID","mean.visit.length","mean.fl.visits.per.visit","mean.un.visits.per.visit","PlantID","SecondaryID","Cam","treatment","flowering","Date","TimeOut","flowers.shrub","flowers.pot","het.shrub.blooming.neighbours","het.cactus.blooming.neighbours","understory.richness","het.annual.floral.density","understory.assoc","total.visits","Length","pos.Length","dec.Length","visits.per.hour","t.group","mean.fl.visits.per.hour","mean.un.visits.per.hour"
"210","LS44.30.2017",0.185185185185185,1,1,"290","","LS4","shrub","bloom","4.30.2017","11:10",118,14,5,0,2,0,"",3,"1:35:06",2018-03-09 01:35:06,1.585,1.89274447949527,"shrub bloom",0.630914826498423,0.630914826498423
"211","LS54.30.2017",0.00555555555555556,1,1,"187","","LS5","shrub","bloom","4.30.2017","11:17",264,7,2,1,2,0,"",1,"1:37:23",2018-03-09 01:37:23,1.62305555555556,0.616121855211364,"shrub bloom",0.616121855211364,0.616121855211364
"212","LS64.30.2017",0.0165277777777778,1,1,"183","","LS6","shrub","bloom","4.30.2017","11:26",709,14,2,0,2,0,"",4,"1:41:50",2018-03-09 01:41:50,1.69722222222222,2.35679214402619,"shrub bloom",0.589198036006547,0.589198036006547
"213","LO15.1.2017",0.000555555555555556,1,1,"261","","LO1","open","bloom","5.1.2017","11:30",143,14,10,0,2,0,"",1,"1:14:35",2018-03-09 01:14:35,1.24305555555556,0.804469273743017,"open bloom",0.804469273743017,0.804469273743017
"214","LO25.1.2017",NA,NA,NA,"273","","LO2","open","bloom","5.1.2017","11:36",371,13,5,0,2,0,"",0,"0:45:00",2018-03-09 00:45:00,0.75,0,"open bloom",NA,NA
"215","LO35.1.2017",0.181296296296296,1,1,"280","","LO3","open","bloom","5.1.2017","11:42",535,1,3,1,3,0,"",3,"1:28:49",2018-03-09 01:28:49,1.48027777777778,2.02664665040345,"open bloom",0.675548883467818,0.675548883467818
"216","LO45.1.2017",NA,NA,NA,"283","","LO4","open","bloom","5.1.2017","11:53",1080,1,3,0,2,0,"",0,"1:23:01",2018-03-09 01:23:01,1.38361111111111,0,"open bloom",NA,NA
"217","LO55.1.2017",NA,1,1,"291","","LO5","open","bloom","5.1.2017","12:06",728,1,3,0,2,0,"",3,"1:39:11",2018-03-09 01:39:11,1.65305555555556,1.81482103848093,"open bloom",0.604940346160309,0.604940346160309
"218","LO65.1.2017",NA,NA,NA,"198","","LO6","open","bloom","5.1.2017","",430,15,2,0,2,0,"",0,"1:19:26",2018-03-09 01:19:26,1.32388888888889,0,"open bloom",NA,NA
"219","LS15.1.2017",NA,NA,NA,"261","","LS1","shrub","bloom","5.1.2017","11:30",143,14,6,0,1,0,"",0,"1:17:53",2018-03-09 01:17:53,1.29805555555556,0,"shrub bloom",NA,NA
"220","LS25.1.2017",0.0127777777777778,1.6,1.4,"273","","LS2","shrub","bloom","5.1.2017","11:36",371,13,4,0,3,0,"",5,"1:30:38",2018-03-09 01:30:38,1.51055555555556,3.31004045605002,"shrub bloom",1.05921294593601,0.926811327694005
"221","LS35.1.2017",0.295833333333333,1,1,"280","","LS3","shrub","bloom","5.1.2017","11:42",535,1,6,0,2,0,"",1,"1:13:09",2018-03-09 01:13:09,1.21916666666667,0.820232399179768,"shrub bloom",0.820232399179768,0.820232399179768
"222","LS45.1.2017",NA,NA,NA,"283","","LS4","shrub","bloom","5.1.2017","11:53",1080,1,3,0,2,0,"",0,"1:36:02",2018-03-09 01:36:02,1.60055555555556,0,"shrub bloom",NA,NA
"223","LS55.1.2017",NA,1,1,"291","","LS5","shrub","bloom","5.1.2017","12:06",728,1,11,2,2,0,"",3,"1:27:50",2018-03-09 01:27:50,1.46388888888889,2.04933586337761,"shrub bloom",0.683111954459203,0.683111954459203
"224","LS65.1.2017",NA,NA,NA,"198","","LS6","shrub","bloom","5.1.2017","",430,15,2,0,3,2,"",0,"1:35:17",2018-03-09 01:35:17,1.58805555555556,0,"shrub bloom",NA,NA
"225","LO15.2.2017",NA,1.57142857142857,1.5,"281","","LO1","open","bloom","5.2.2017","11:31",307,8,4,0,3,0,"",14,"1:38:08",2018-03-09 01:38:08,1.63555555555556,8.55978260869565,"open bloom",0.960791925465838,0.917119565217391
"226","LO25.2.2017",NA,NA,NA,"185","","LO2","open","bloom","5.2.2017","11:37",179,2,4,0,2,0,"",0,"0:45:00",2018-03-09 00:45:00,0.75,0,"open bloom",NA,NA
"227","LO35.2.2017",0.0156481481481481,1.41666666666667,1.33333333333333,"193","","LO3","open","bloom","5.2.2017","11:42",218,4,7,2,2,0,"",12,"1:28:18",2018-03-09 01:28:18,1.47166666666667,8.15402038505096,"open bloom",0.962627406568516,0.906002265005662
"228","LO55.2.2017",0.0476388888888889,1,1,"300","","LO5","open","bloom","5.2.2017","11:59",238,6,1,8,2,0,"",2,"1:37:09",2018-03-09 01:37:09,1.61916666666667,1.23520329387545,"open bloom",0.617601646937725,0.617601646937725
"229","LO65.2.2017",0.00527777777777778,1,1,"302","","LO6","open","bloom","5.2.2017","12:10",735,2,2,0,3,0,"",3,"1:24:12",2018-03-09 01:24:12,1.40333333333333,2.13776722090261,"open bloom",0.712589073634204,0.712589073634204
"230","LS15.2.2017",0.00166666666666667,1,1,"281","","LS1","shrub","bloom","5.2.2017","11:31",307,8,4,0,1,0,"",2,"1:32:17",2018-03-09 01:32:17,1.53805555555556,1.300343146108,"shrub bloom",0.650171573054,0.650171573054
"231","LS25.2.2017",0.000833333333333333,1.5,1.5,"185","","LS2","shrub","bloom","5.2.2017","11:37",179,2,6,0,2,0,"",2,"1:35:36",2018-03-09 01:35:36,1.59333333333333,1.25523012552301,"shrub bloom",0.941422594142259,0.941422594142259
"232","LS35.2.2017",0.0908333333333333,1,1,"193","","LS3","shrub","bloom","5.2.2017","11:42",218,4,9,1,3,1,"",1,"1:30:14",2018-03-09 01:30:14,1.50388888888889,0.664942741041744,"shrub bloom",0.664942741041744,0.664942741041744
"233","LS45.2.2017",0.00296296296296296,1,1,"198","","LS4","shrub","bloom","5.2.2017","11:52",369,1,2,0,3,1,"",3,"1:15:05",2018-03-09 01:15:05,1.25138888888889,2.39733629300777,"shrub bloom",0.799112097669256,0.799112097669256
"234","LS55.2.2017",0.0285416666666667,1,1,"300","","LS5","shrub","bloom","5.2.2017","11:59",238,6,1,0,3,0,"",4,"1:34:33",2018-03-09 01:34:33,1.57583333333333,2.53833950290851,"shrub bloom",0.634584875727129,0.634584875727129
"235","LS65.2.2017",0.0518055555555556,1,1,"302","","LS6","shrub","bloom","5.2.2017","12:10",735,2,15,0,2,0,"",6,"1:41:37",2018-03-09 01:41:37,1.69361111111111,3.54272593078563,"shrub bloom",0.590454321797605,0.590454321797605
