Rep,Slide,Transect,Het Grains,Malacothrix grains,,,,,,,,,,,,,
S6,2.3,9,1,1,1,1,,,,,,,,,,,
S6,2.3,10,1,1,2,1,,,,,,,,,,,
S6,2.3,stigma,3,25,,,,,,,,,,,,,
S6,3.1,1,,1,,,,,,,,,,,,,
S6,3.1,2,,0,,,,,,,,,,,,,
S6,3.1,3,,1,,,,,,,,,,,,,
S6,3.1,4,,0,,,,,,,,,,,,,
S6,3.1,5,,1,,,,,,,,,,,,,
S6,3.1,6,,1,1,,,,,,,,,,,,
S6,3.1,7,,1,1,,,,,,,,,,,,
S6,3.1,8,,1,1,1,1,,,,,,,,,,
S6,3.1,9,,1,,,,,,,,,,,,,
S6,3.1,10,,1,1,1,1,,,,,,,,,,
S6,3.1,stigma,3,20,,,,,,,,,,,,,
S6,3.2,1,,1,1,1,,,,,,,,,,,
S6,3.2,2,,5,1,2,1,1,2,2,,,,,,,
S6,3.2,3,,1,1,1,1,1,1,1,,,,,,,
S6,3.2,4,,1,2,2,1,2,2,,,,,,,,
S6,3.2,5,,2,2,2,1,,,,,,,,,,
S6,3.2,6,,2,1,,,,,,,,,,,,
S6,3.2,7,,1,2,,,,,,,,,,,,
S6,3.2,8,,4,1,1,1,,,,,,,,,,
S6,3.2,9,,6,,,,,,,,,,,,,
S6,3.2,10,4,2,1,1,1,1,1,1,1,1,,,,,
S6,3.2,stigma,2,3,,,,,,,,,,,,,
S6,3.3,1,,1,,,,,,,,,,,,,
S6,3.3,2,2,1,1,3,2,,,,,,,,,,
S6,3.3,3,1,1,1,1,,,,,,,,,,,
S6,3.3,4,,1,1,,,,,,,,,,,,
S6,3.3,5,1,,,,,,,,,,,,,,
S6,3.3,6,,0,,,,,,,,,,,,,
S6,3.3,7,,0,,,,,,,,,,,,,
S6,3.3,8,,0,,,,,,,,,,,,,
S6,3.3,9,,1,,,,,,,,,,,,,
S6,3.3,10,,2,,,,,,,,,,,,,
S6,3.3,stigma,,32,,,,,,,,,,,,,
O6,1.1,1,1,4,1,3,1,1,1,1,,,,,,,
O6,1.1,2,2,2,1,1,1,1,2,1,,,,,,,
O6,1.1,3,1,2,1,1,1,1,3,3,2,1,,,,,
O6,1.1,4,1,1,1,1,2,1,1,,,,,,,,
O6,1.1,5,,1,1,,,,,,,,,,,,
O6,1.1,6,,1,1,2,2,4,,,,,,,,,
O6,1.1,7,1,1,1,1,,,,,,,,,,,
O6,1.1,8,,1,,,,,,,,,,,,,
O6,1.1,9,1,1,2,4,1,1,,,,,,,,,
O6,1.1,10,,0,,,,,,,,,,,,,
O6,1.1,stigma,,26,,,,,,,,,,,,,
O6,1.2,1,,14,1,1,1,1,3,3,1,,,,,,
O6,1.2,2,1,1,5,1,1,3,,,,,,,,,
O6,1.2,3,1,6,2,4,1,1,4,1,,,,,,,
O6,1.2,4,2,3,2,3,2,3,,,,,,,,,
O6,1.2,5,4,1,1,1,3,,,,,,,,,,
O6,1.2,6,,2,1,3,,,,,,,,,,,
O6,1.2,7,2,9,1,1,1,1,1,,,,,,,,
O6,1.2,8,1,1,1,4,,,,,,,,,,,
O6,1.2,9,,7,1,1,,,,,,,,,,,
O6,1.2,10,,1,4,1,,,,,,,,,,,
O6,1.2,stigma,1,22,24,3,,,,,,,,,,,
O6,1.3,1,,1,1,1,1,1,,,,,,,,,
O6,1.3,2,1,1,1,,,,,,,,,,,,
O6,1.3,3,1,1,1,1,1,1,,,,,,,,,
O6,1.3,4,,1,,,,,,,,,,,,,
O6,1.3,5,1,1,,,,,,,,,,,,,
O6,1.3,6,,1,,,,,,,,,,,,,
O6,1.3,7,1,1,1,,,,,,,,,,,,
O6,1.3,8,,2,1,,,,,,,,,,,,
O6,1.3,9,,0,,,,,,,,,,,,,
O6,1.3,10,,1,,,,,,,,,,,,,
O6,1.3,stigma,2,13,11,,,,,,,,,,,,
O6,2.1,1,1,2,7,7,3,10,3,1,2,,,,,,
O6,2.1,2,,5,2,1,2,1,2,3,1,,,,,,
O6,2.1,3,1,1,3,10,2,2,1,2,1,2,4,4,,,
O6,2.1,4,1,1,1,1,5,,,,,,,,,,
O6,2.1,5,,1,1,3,2,1,1,1,,,,,,,
O6,2.1,6,,1,2,,,,,,,,,,,,
O6,2.1,7,,5,1,,,,,,,,,,,,
O6,2.1,8,,1,1,11,,,,,,,,,,,
O6,2.1,9,1,12,1,1,,,,,,,,,,,
O6,2.1,10,,1,2,,,,,,,,,,,,
O6,2.1,stigma,1,38,36,15,,,,,,,,,,,
O6,2.2,1,,1,3,1,2,,,,,,,,,,
O6,2.2,2,,1,,,,,,,,,,,,,
O6,2.2,3,,7,1,,,,,,,,,,,,
O6,2.2,4,,3,3,4,1,,,,,,,,,,
O6,2.2,5,2,3,,,,,,,,,,,,,
O6,2.2,6,,1,2,1,,,,,,,,,,,
O6,2.2,7,,4,1,1,,,,,,,,,,,
O6,2.2,8,1,2,2,1,1,1,,,,,,,,,
O6,2.2,9,,3,8,4,,,,,,,,,,,
O6,2.2,10,1,3,,,,,,,,,,,,,
O6,2.2,stigma,,11,,,,,,,,,,,,,
O6,2.3,1,,6,1,,,,,,,,,,,,
O6,2.3,2,2,3,1,,,,,,,,,,,,
O6,2.3,3,,0,,,,,,,,,,,,,
O6,2.3,4,1,1,1,2,1,,,,,,,,,,
O6,2.3,5,,1,1,1,,,,,,,,,,,
O6,2.3,6,,1,1,1,,,,,,,,,,,
O6,2.3,7,,1,,,,,,,,,,,,,
O6,2.3,8,,1,1,1,,,,,,,,,,,
O6,2.3,9,1,2,,,,,,,,,,,,,
O6,2.3,10,,0,,,,,,,,,,,,,
O6,2.3,stigma,5,2,21,,,,,,,,,,,,
O6,3.1,1,2,2,7,,,,,,,,,,,,
O6,3.1,2,,2,13,2,,,,,,,,,,,
O6,3.1,3,,1,4,1,,,,,,,,,,,
O6,3.1,4,,2,,,,,,,,,,,,,
O6,3.1,5,,2,,,,,,,,,,,,,
O6,3.1,6,,1,,,,,,,,,,,,,
O6,3.1,7,,0,,,,,,,,,,,,,
O6,3.1,8,,0,,,,,,,,,,,,,
O6,3.1,9,,0,,,,,,,,,,,,,
O6,3.1,10,,29,17,1,,,,,,,,,,,
O6,3.1,stigma,,0,,,,,,,,,,,,,
O6,3.2,1,1,1,1,1,1,1,,,,,,,,,
O6,3.2,2,2,1,1,2,,,,,,,,,,,
O6,3.2,3,,1,,,,,,,,,,,,,
O6,3.2,4,,1,,,,,,,,,,,,,
O6,3.2,5,,1,,,,,,,,,,,,,
O6,3.2,6,,1,1,,,,,,,,,,,,
O6,3.2,7,,0,,,,,,,,,,,,,
O6,3.2,8,,0,,,,,,,,,,,,,
O6,3.2,9,,1,,,,,,,,,,,,,
O6,3.2,10,,3,2,,,,,,,,,,,,
O6,3.2,stigma,4,15,5,,,,,,,,,,,,
O6,3.3,1,1,1,2,2,4,2,2,3,,,,,,,
O6,3.3,2,1,12,7,4,1,4,2,2,,,,,,,
O6,3.3,3,3,1,1,2,1,8,1,9,3,9,18,,,,
O6,3.3,4,2,6,3,4,8,9,5,2,1,2,1,1,,,
O6,3.3,5,,1,1,2,3,1,1,,,,,,,,
O6,3.3,6,1,6,1,10,7,5,3,,,,,,,,
O6,3.3,7,1,2,3,1,,,,,,,,,,,
O6,3.3,8,1,4,2,1,,,,,,,,,,,
O6,3.3,9,,1,2,1,1,8,,,,,,,,,
O6,3.3,10,,1,2,11,41,13,3,1,1,,,,,,
O6,3.3,stigma,,0,,,,,,,,,,,,,
S7,1.1,1,,1,3,2,,,,,,,,,,,
S7,1.1,2,,1,,,,,,,,,,,,,
S7,1.1,3,,1,1,,,,,,,,,,,,
S7,1.1,4,,0,,,,,,,,,,,,,
S7,1.1,5,,0,,,,,,,,,,,,,
S7,1.1,6,,1,,,,,,,,,,,,,
S7,1.1,7,,1,,,,,,,,,,,,,
S7,1.1,8,,1,,,,,,,,,,,,,
S7,1.1,9,,2,,,,,,,,,,,,,
S7,1.1,10,,1,1,,,,,,,,,,,,
S7,1.1,stigma,,4,,,,,,,,,,,,,
S7,1.2,1,1,1,1,2,2,2,1,1,7,1,2,1,,,
S7,1.2,2,,1,1,1,1,1,,,,,,,,,
S7,1.2,3,,4,1,1,2,2,,,,,,,,,
S7,1.2,4,,1,1,1,3,,,,,,,,,,
S7,1.2,5,,3,1,1,,,,,,,,,,,
S7,1.2,6,,1,2,,,,,,,,,,,,
S7,1.2,7,,1,,,,,,,,,,,,,
S7,1.2,8,1,1,1,,,,,,,,,,,,
S7,1.2,9,,1,4,,,,,,,,,,,,
S7,1.2,10,1,1,,,,,,,,,,,,,
S7,1.2,stigma,,42,,,,,,,,,,,,,
S7,1.3,1,,1,,,,,,,,,,,,,
S7,1.3,2,,1,,,,,,,,,,,,,
S7,1.3,3,,0,,,,,,,,,,,,,
S7,1.3,4,,1,,,,,,,,,,,,,
S7,1.3,5,,0,,,,,,,,,,,,,
S7,1.3,6,,0,,,,,,,,,,,,,
S7,1.3,7,,0,,,,,,,,,,,,,
S7,1.3,8,,0,,,,,,,,,,,,,
S7,1.3,9,,1,,,,,,,,,,,,,
S7,1.3,10,,0,,,,,,,,,,,,,
S7,1.3,stigma,,1,,,,,,,,,,,,,
S7,2.1,1,,1,1,,,,,,,,,,,,
S7,2.1,2,,1,1,1,1,,,,,,,,,,
S7,2.1,3,,1,,,,,,,,,,,,,
S7,2.1,4,,0,,,,,,,,,,,,,
S7,2.1,5,,0,,,,,,,,,,,,,
S7,2.1,6,,0,,,,,,,,,,,,,
S7,2.1,7,,0,,,,,,,,,,,,,
S7,2.1,8,,1,,,,,,,,,,,,,
S7,2.1,9,,0,,,,,,,,,,,,,
S7,2.1,10,,0,,,,,,,,,,,,,
S7,2.1,stigma,,0,,,,,,,,,,,,,
S7,2.2,1,,1,3,,,,,,,,,,,,
S7,2.2,2,,1,2,,,,,,,,,,,,
S7,2.2,3,1,1,1,,,,,,,,,,,,
S7,2.2,4,1,1,1,,,,,,,,,,,,
S7,2.2,5,,1,,,,,,,,,,,,,
S7,2.2,6,,1,1,,,,,,,,,,,,
S7,2.2,7,,4,,,,,,,,,,,,,
S7,2.2,8,,3,1,1,,,,,,,,,,,
S7,2.2,9,,2,2,1,1,,,,,,,,,,
S7,2.2,10,,1,1,2,1,,,,,,,,,,
S7,2.2,stigma,1,22,,,,,,,,,,,,,
S7,2.3,1,2,1,,,,,,,,,,,,,
S7,2.3,2,3,1,1,1,,,,,,,,,,,
S7,2.3,3,,1,1,1,1,,,,,,,,,,
S7,2.3,4,1,1,3,5,2,1,,,,,,,,,
S7,2.3,5,,0,,,,,,,,,,,,,
S7,2.3,6,1,2,2,,,,,,,,,,,,
S7,2.3,7,1,1,1,1,,,,,,,,,,,
S7,2.3,8,,1,1,,,,,,,,,,,,
S7,2.3,9,,1,1,5,3,,,,,,,,,,
S7,2.3,10,1,2,3,1,1,,,,,,,,,,
S7,2.3,stigma,1,11,,,,,,,,,,,,,
S7,3.1,1,,1,3,2,,,,,,,,,,,
S7,3.1,2,,1,,,,,,,,,,,,,
S7,3.1,3,,0,,,,,,,,,,,,,
S7,3.1,4,,0,,,,,,,,,,,,,
S7,3.1,5,,1,2,,,,,,,,,,,,
S7,3.1,6,,2,,,,,,,,,,,,,
S7,3.1,7,,1,,,,,,,,,,,,,
S7,3.1,8,,3,2,2,,,,,,,,,,,
S7,3.1,9,,1,1,,,,,,,,,,,,
S7,3.1,10,,1,,,,,,,,,,,,,
S7,3.1,stigma,,1,,,,,,,,,,,,,
S7,3.2,1,,1,1,3,1,1,4,1,,,,,,,
S7,3.2,2,,4,1,1,1,1,,,,,,,,,
S7,3.2,3,,3,2,,,,,,,,,,,,
S7,3.2,4,,3,1,1,,,,,,,,,,,
S7,3.2,5,1,2,4,1,1,,,,,,,,,,
S7,3.2,6,1,1,2,1,3,1,,,,,,,,,
S7,3.2,7,1,1,1,1,3,,,,,,,,,,
S7,3.2,8,,1,4,3,2,1,2,,,,,,,,
S7,3.2,9,,6,4,,,,,,,,,,,,
S7,3.2,10,1,1,,,,,,,,,,,,,
S7,3.2,stigma,1,77,,,,,,,,,,,,,
S7,3.3,1,1,1,1,1,1,,,,,,,,,,
S7,3.3,2,1,4,1,1,,,,,,,,,,,
S7,3.3,3,,2,1,1,,,,,,,,,,,
S7,3.3,4,,2,,,,,,,,,,,,,
S7,3.3,5,,1,1,,,,,,,,,,,,
S7,3.3,6,,1,,,,,,,,,,,,,
S7,3.3,7,1,1,,,,,,,,,,,,,
S7,3.3,8,1,0,,,,,,,,,,,,,
S7,3.3,9,,1,,,,,,,,,,,,,
S7,3.3,10,,1,,,,,,,,,,,,,
S7,3.3,stigma,2,53,,,,,,,,,,,,,
O7,1.1,1,3,2,2,1,7,1,,,,,,,,,
O7,1.1,2,1,1,1,1,2,,,,,,,,,,
O7,1.1,3,1,2,,,,,,,,,,,,,
O7,1.1,4,,1,,,,,,,,,,,,,
O7,1.1,5,,1,1,1,,,,,,,,,,,
O7,1.1,6,,3,1,,,,,,,,,,,,
O7,1.1,7,,1,,,,,,,,,,,,,
O7,1.1,8,,1,1,2,1,,,,,,,,,,
O7,1.1,9,,3,1,1,,,,,,,,,,,
O7,1.1,10,,0,,,,,,,,,,,,,
O7,1.1,stigma,4,10,15,,,,,,,,,,,,
O7,1.2,1,,0,,,,,,,,,,,,,
O7,1.2,2,,1,,,,,,,,,,,,,
O7,1.2,3,,0,,,,,,,,,,,,,
O7,1.2,4,,1,,,,,,,,,,,,,
O7,1.2,5,,0,,,,,,,,,,,,,
O7,1.2,6,,0,,,,,,,,,,,,,
O7,1.2,7,1,0,,,,,,,,,,,,,
O7,1.2,8,,0,,,,,,,,,,,,,
O7,1.2,9,,0,,,,,,,,,,,,,
O7,1.2,10,,0,,,,,,,,,,,,,
O7,1.2,stigma,,0,,,,,,,,,,,,,
O7,1.3,1,,1,5,,,,,,,,,,,,
O7,1.3,2,,2,1,1,,,,,,,,,,,
O7,1.3,3,,3,1,5,,,,,,,,,,,
O7,1.3,4,,5,1,1,,,,,,,,,,,
O7,1.3,5,,3,1,,,,,,,,,,,,
O7,1.3,6,,6,1,1,,,,,,,,,,,
O7,1.3,7,,3,9,,,,,,,,,,,,
O7,1.3,8,,2,1,1,1,,,,,,,,,,
O7,1.3,9,,3,,,,,,,,,,,,,
O7,1.3,10,,9,3,,,,,,,,,,,,
O7,1.3,stigma,,24,,,,,,,,,,,,,
O7,2.1,1,,1,1,2,,,,,,,,,,,
O7,2.1,2,,2,,,,,,,,,,,,,
O7,2.1,3,,1,,,,,,,,,,,,,
O7,2.1,4,,2,,,,,,,,,,,,,
O7,2.1,5,,1,,,,,,,,,,,,,
O7,2.1,6,,1,1,,,,,,,,,,,,
O7,2.1,7,,2,,,,,,,,,,,,,
O7,2.1,8,,1,1,,,,,,,,,,,,
O7,2.1,9,1,1,,,,,,,,,,,,,
O7,2.1,10,,3,1,1,,,,,,,,,,,
O7,2.1,stigma,,6,,,,,,,,,,,,,
O7,2.2,1,1,1,1,1,,,,,,,,,,,
O7,2.2,2,,1,2,1,,,,,,,,,,,
O7,2.2,3,,1,4,9,2,2,,,,,,,,,
O7,2.2,4,1,1,1,25,,,,,,,,,,,
O7,2.2,5,,1,,,,,,,,,,,,,
O7,2.2,6,,0,,,,,,,,,,,,,
O7,2.2,7,,1,,,,,,,,,,,,,
O7,2.2,8,,2,1,,,,,,,,,,,,
O7,2.2,9,,1,1,,,,,,,,,,,,
O7,2.2,10,1,1,,,,,,,,,,,,,
O7,2.2,stigma,,31,,,,,,,,,,,,,
O7,2.3,1,1,2,1,1,1,4,2,,,,,,,,
O7,2.3,2,,1,2,3,,,,,,,,,,,
O7,2.3,3,,3,1,1,2,,,,,,,,,,
O7,2.3,4,1,1,1,,,,,,,,,,,,
O7,2.3,5,1,1,,,,,,,,,,,,,
O7,2.3,6,,1,1,,,,,,,,,,,,
O7,2.3,7,,4,1,,,,,,,,,,,,
O7,2.3,8,,1,2,1,3,,,,,,,,,,
O7,2.3,9,1,2,,,,,,,,,,,,,
O7,2.3,10,,2,0,,,,,,,,,,,,
O7,2.3,stigma,,58,,,,,,,,,,,,,
O7,3.1,1,,1,1,2,,,,,,,,,,,
O7,3.1,2,2,1,1,1,1,1,,,,,,,,,
O7,3.1,3,,1,3,1,,,,,,,,,,,
O7,3.1,4,1,4,2,2,1,,,,,,,,,,
O7,3.1,5,1,2,1,2,1,,,,,,,,,,
O7,3.1,6,,1,1,,,,,,,,,,,,
O7,3.1,7,1,2,2,2,,,,,,,,,,,
O7,3.1,8,,1,1,,,,,,,,,,,,
O7,3.1,9,,1,1,,,,,,,,,,,,
O7,3.1,10,,2,1,1,1,1,,,,,,,,,
O7,3.1,stigma,,33,,,,,,,,,,,,,
O7,3.2,1,1,1,2,3,4,6,3,2,5,,,,,,
O7,3.2,2,1,3,1,4,3,2,1,2,,,,,,,
O7,3.2,3,,3,1,3,1,2,1,1,1,1,,,,,
O7,3.2,4,1,2,1,1,7,1,,,,,,,,,
O7,3.2,5,,1,2,3,,,,,,,,,,,
O7,3.2,6,,1,,,,,,,,,,,,,
O7,3.2,7,,2,,,,,,,,,,,,,
O7,3.2,8,,1,,,,,,,,,,,,,
O7,3.2,9,1,1,,,,,,,,,,,,,
O7,3.2,10,,1,6,,,,,,,,,,,,
O7,3.2,stigma,,2,,,,,,,,,,,,,
O7,3.3,1,,1,1,1,1,2,2,2,1,,,,,,
O7,3.3,2,,1,2,,,,,,,,,,,,
O7,3.3,3,1,3,2,1,1,,,,,,,,,,
O7,3.3,4,,1,1,1,,,,,,,,,,,
O7,3.3,5,,1,1,2,,,,,,,,,,,
O7,3.3,6,2,1,3,1,1,1,,,,,,,,,
O7,3.3,7,2,15,3,3,2,,,,,,,,,,
O7,3.3,8,1,5,1,2,1,1,,,,,,,,,
O7,3.3,9,1,1,1,1,1,1,4,2,2,,,,,,
O7,3.3,10,1,2,2,2,2,1,,,,,,,,,
O7,3.3,stigma,,16,,,,,,,,,,,,,
S8,1.1,1,1,1,1,,,,,,,,,,,,
S8,1.1,2,2,1,,,,,,,,,,,,,
S8,1.1,3,1,1,,,,,,,,,,,,,
S8,1.1,4,1,1,,,,,,,,,,,,,
S8,1.1,5,,2,,,,,,,,,,,,,
S8,1.1,6,3,1,2,,,,,,,,,,,,
S8,1.1,7,2,1,,,,,,,,,,,,,
S8,1.1,8,2,1,,,,,,,,,,,,,
S8,1.1,9,4,1,1,1,,,,,,,,,,,
S8,1.1,10,1,1,3,,,,,,,,,,,,
S8,1.1,stigma,,6,there is a different plant bit covered in foreign pollen - not counting but not sure what to do,,,,,,,,,,,,
S8,1.2,1,,0,,,,,,,,,,,,,
S8,1.2,2,1,0,,,,,,,,,,,,,
S8,1.2,3,2,1,,,,,,,,,,,,,
S8,1.2,4,1,0,,,,,,,,,,,,,
S8,1.2,5,,0,,,,,,,,,,,,,
S8,1.2,6,,1,,,,,,,,,,,,,
S8,1.2,7,,0,,,,,,,,,,,,,
S8,1.2,8,,0,,,,,,,,,,,,,
S8,1.2,9,,0,,,,,,,,,,,,,
S8,1.2,10,,0,,,,,,,,,,,,,
S8,1.2,stigma,1,25,,,,,,,,,,,,,
S8,1.3,1,,1,,,,,,,,,,,,,
S8,1.3,2,1,0,,,,,,,,,,,,,
S8,1.3,3,,0,,,,,,,,,,,,,
S8,1.3,4,1,1,,,,,,,,,,,,,
S8,1.3,5,,1,1,1,,,,,,,,,,,
S8,1.3,6,,5,1,,,,,,,,,,,,
S8,1.3,7,1,2,,,,,,,,,,,,,
S8,1.3,8,1,2,1,1,1,,,,,,,,,,
S8,1.3,9,,1,1,,,,,,,,,,,,
S8,1.3,10,,2,1,,,,,,,,,,,,
S8,1.3,stigma,,18,,,,,,,,,,,,,
S8,2.1,1,2,1,,,,,,,,,,,,,
S8,2.1,2,,1,,,,,,,,,,,,,
S8,2.1,3,,1,,,,,,,,,,,,,
S8,2.1,4,,1,,,,,,,,,,,,,
S8,2.1,5,1,1,,,,,,,,,,,,,
S8,2.1,6,,0,,,,,,,,,,,,,
S8,2.1,7,1,1,,,,,,,,,,,,,
S8,2.1,8,,0,,,,,,,,,,,,,
S8,2.1,9,,0,,,,,,,,,,,,,
S8,2.1,10,,0,,,,,,,,,,,,,
S8,2.1,stigma,,70,,,,,,,,,,,,,
S8,2.2,1,,0,,,,,,,,,,,,,
S8,2.2,2,,1,,,,,,,,,,,,,
S8,2.2,3,,1,,,,,,,,,,,,,
S8,2.2,4,1,1,1,,,,,,,,,,,,
S8,2.2,5,,1,,,,,,,,,,,,,
S8,2.2,6,,0,,,,,,,,,,,,,
S8,2.2,7,,0,,,,,,,,,,,,,
S8,2.2,8,1,0,,,,,,,,,,,,,
S8,2.2,9,,0,,,,,,,,,,,,,
S8,2.2,10,,0,,,,,,,,,,,,,
S8,2.2,stigma,3,48,40,,,,,,,,,,,,
S8,2.3,1,,0,,,,,,,,,,,,,
S8,2.3,2,,0,,,,,,,,,,,,,
S8,2.3,3,,0,,,,,,,,,,,,,
S8,2.3,4,,3,3,1,1,2,,,,,,,,,
S8,2.3,5,,1,1,2,1,,,,,,,,,,
S8,2.3,6,,1,,,,,,,,,,,,,
S8,2.3,7,,1,,,,,,,,,,,,,
S8,2.3,8,,1,,,,,,,,,,,,,
S8,2.3,9,,1,1,1,1,,,,,,,,,,
S8,2.3,10,,0,,,,,,,,,,,,,
S8,2.3,stigma,1,2,,,,,,,,,,,,,
S8,3.1,1,,0,,,,,,,,,,,,,
S8,3.1,2,,0,,,,,,,,,,,,,
S8,3.1,3,,1,,,,,,,,,,,,,
S8,3.1,4,,1,,,,,,,,,,,,,
S8,3.1,5,,0,,,,,,,,,,,,,
S8,3.1,6,1,1,1,,,,,,,,,,,,
S8,3.1,7,,1,,,,,,,,,,,,,
S8,3.1,8,1,0,,,,,,,,,,,,,
S8,3.1,9,,4,1,,,,,,,,,,,,
S8,3.1,10,,1,1,,,,,,,,,,,,
S8,3.1,stigma,1,8,,,,,,,,,,,,,
S8,3.2,1,1,2,1,1,2,2,1,,,,,,,,
S8,3.2,2,2,2,,,,,,,,,,,,,
S8,3.2,3,,1,1,1,1,1,2,2,,,,,,,
S8,3.2,4,1,1,2,2,1,1,,,,,,,,,
S8,3.2,5,,0,,,,,,,,,,,,,
S8,3.2,6,,1,1,,,,,,,,,,,,
S8,3.2,7,,1,1,1,,,,,,,,,,,
S8,3.2,8,2,2,2,1,1,1,1,2,,,,,,,
S8,3.2,9,1,1,1,1,,,,,,,,,,,
S8,3.2,10,1,1,7,2,1,1,1,1,1,,,,,,
S8,3.2,stigma,,16,,,,,,,,,,,,,
O8,1.1,1,,2,,,,,,,,,,,,,
O8,1.1,2,,0,,,,,,,,,,,,,
O8,1.1,3,1,,,,,,,,,,,,,,
O8,1.1,4,2,1,2,,,,,,,,,,,,
O8,1.1,5,,0,,,,,,,,,,,,,
O8,1.1,6,1,,,,,,,,,,,,,,
O8,1.1,7,3,1,,,,,,,,,,,,,
O8,1.1,8,,0,,,,,,,,,,,,,
O8,1.1,9,2,1,1,,,,,,,,,,,,
O8,1.1,10,2,2,,,,,,,,,,,,,
O8,1.1,stigma,2,20,16,,,,,,,,,,,,
O8,1.2,1,4,1,1,1,,,,,,,,,,,
O8,1.2,2,3,1,1,,,,,,,,,,,,
O8,1.2,3,1,1,2,1,1,,,,,,,,,,
O8,1.2,4,8,3,4,2,,,,,,,,,,,
O8,1.2,5,4,5,1,2,,,,,,,,,,,
O8,1.2,6,2,1,1,3,,,,,,,,,,,
O8,1.2,7,6,1,2,,,,,,,,,,,,
O8,1.2,8,1,2,1,1,1,,,,,,,,,,
O8,1.2,9,1,2,1,3,,,,,,,,,,,
O8,1.2,10,21,5,4,2,3,1,,,,,,,,,
O8,1.2,stigma,14,9,6,12,,,,,,,,,,,
O8,1.3,1,1,1,3,1,,,,,,,,,,,
O8,1.3,2,4,1,1,1,1,,,,,,,,,,
O8,1.3,3,,0,,,,,,,,,,,,,
O8,1.3,4,3,0,,,,,,,,,,,,,
O8,1.3,5,1,1,,,,,,,,,,,,,
O8,1.3,6,,1,,,,,,,,,,,,,
O8,1.3,7,,0,,,,,,,,,,,,,
O8,1.3,8,,0,,,,,,,,,,,,,
O8,1.3,9,,1,,,,,,,,,,,,,
O8,1.3,10,,1,,,,,,,,,,,,,
O8,1.3,stigma,16,6,26,17,11,,,,,,,,,,
O8,2.1,1,9,3,,,,,,,,,,,,,
O8,2.1,2,2,2,1,1,1,2,1,,,,,,,,
O8,2.1,3,1,,,,,,,,,,,,,,
O8,2.1,4,2,1,2,,,,,,,,,,,,
O8,2.1,5,1,1,1,,,,,,,,,,,,
O8,2.1,6,4,1,,,,,,,,,,,,,
O8,2.1,7,,0,,,,,,,,,,,,,
O8,2.1,8,,1,,,,,,,,,,,,,
O8,2.1,9,5,1,,,,,,,,,,,,,
O8,2.1,10,,0,,,,,,,,,,,,,
O8,2.1,stigma,13,6,2,7,13,9,,,,,,,,,
O8,2.2,1,3,3,1,,,,,,,,,,,,
O8,2.2,2,1,1,,,,,,,,,,,,,
O8,2.2,3,1,1,,,,,,,,,,,,,
O8,2.2,4,1,1,1,1,,,,,,,,,,,
O8,2.2,5,3,1,,,,,,,,,,,,,
O8,2.2,6,2,,,,,,,,,,,,,,
O8,2.2,7,5,1,1,,,,,,,,,,,,
O8,2.2,8,5,1,2,1,3,1,,,,,,,,,
O8,2.2,9,10,2,1,1,2,1,2,,,,,,,,
O8,2.2,10,5,1,3,1,,,,,,,,,,,
O8,2.2,stigma,5,10,15,4,,,,,,,,,,,
O8,2.3,1,2,0,,,,,,,,,,,,,
O8,2.3,2,,0,,,,,,,,,,,,,
O8,2.3,3,,0,,,,,,,,,,,,,
O8,2.3,4,,0,,,,,,,,,,,,,
O8,2.3,5,,0,,,,,,,,,,,,,
O8,2.3,6,,1,,,,,,,,,,,,,
O8,2.3,7,,1,,,,,,,,,,,,,
O8,2.3,8,,1,,,,,,,,,,,,,
O8,2.3,9,,0,,,,,,,,,,,,,
O8,2.3,10,,0,,,,,,,,,,,,,
O8,2.3,stigma,3,3,,,,,,,,,,,,,
O8,3.1,1,1,1,1,,,,,,,,,,,,
O8,3.1,2,3,2,,,,,,,,,,,,,
O8,3.1,3,4,0,,,,,,,,,,,,,
O8,3.1,4,1,0,,,,,,,,,,,,,
O8,3.1,5,3,,,,,,,,,,,,,,
O8,3.1,6,1,2,,,,,,,,,,,,,
O8,3.1,7,,1,,,,,,,,,,,,,
O8,3.1,8,5,1,,,,,,,,,,,,,
O8,3.1,9,4,3,,,,,,,,,,,,,
O8,3.1,10,7,2,2,3,1,1,,,,,,,,,
O8,3.1,stigma,3,8,,,,,,,,,,,,,
O8,3.2,1,12,1,3,1,3,,,,,,,,,,
O8,3.2,2,6,2,2,1,,,,,,,,,,,
O8,3.2,3,8,1,2,4,,,,,,,,,,,
O8,3.2,4,4,,,,,,,,,,,,,,
O8,3.2,5,,0,,,,,,,,,,,,,
O8,3.2,6,6,1,1,1,,,,,,,,,,,
O8,3.2,7,,1,1,,,,,,,,,,,,
O8,3.2,8,4,1,,,,,,,,,,,,,
O8,3.2,9,5,1,,,,,,,,,,,,,
O8,3.2,10,5,1,1,1,1,1,,,,,,,,,
O8,3.2,stigma,7,4,,,,,,,,,,,,,
O8,3.3,1,2,1,1,1,,,,,,,,,,,
O8,3.3,2,5,1,,,,,,,,,,,,,
O8,3.3,3,1,0,,,,,,,,,,,,,
O8,3.3,4,2,2,1,1,,,,,,,,,,,
O8,3.3,5,2,1,,,,,,,,,,,,,
O8,3.3,6,,0,,,,,,,,,,,,,
O8,3.3,7,4,1,1,,,,,,,,,,,,
O8,3.3,8,3,0,,,,,,,,,,,,,
