"","Date","mean.Solar","mean.Wind","mean.MaxWind","mean.Temp","PlantID","SecondaryID","Cam","treatment","flowering","TimeOut","flowers.shrub","flowers.pot","het.shrub.blooming.neighbours","het.cactus.blooming.neighbours","understory.richness","het.annual.floral.density","understory.assoc","uniID","total.visits","Length","pos.Length","dec.Length","visits.per.hour","total.flowers","flowers.per.hour"
"1","4.10.2017",0.7625,5.15,9.775,18.35,"146","","LO1","open","pre","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017",20,"1:22:51",2019-09-24 01:22:51,1.38083333333333,14.4840072420036,40,28.9680144840072
"2","4.10.2017",0.7625,5.15,9.775,18.35,"146","","LS1","shrub","pre","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017",7,"1:37:04",2019-09-24 01:37:04,1.61777777777778,4.32692307692308,10,6.18131868131868
"3","4.10.2017",0.7625,5.15,9.775,18.35,"193","","LO2","open","pre","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017",24,"1:30:48",2019-09-24 01:30:48,1.51333333333333,15.8590308370044,33,21.8061674008811
"4","4.10.2017",0.7625,5.15,9.775,18.35,"193","","LS2","shrub","pre","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017",8,"1:40:22",2019-09-24 01:40:22,1.67277777777778,4.78246429757556,9,5.3802723347725
"5","4.10.2017",0.7625,5.15,9.775,18.35,"187","","LO3","open","pre","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017",10,"0:52:39",2019-09-24 00:52:39,0.8775,11.3960113960114,14,15.954415954416
"6","4.10.2017",0.7625,5.15,9.775,18.35,"187","","LS3","shrub","pre","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017",5,"0:43:00",2019-09-24 00:43:00,0.716666666666667,6.97674418604651,5,6.97674418604651
"7","4.10.2017",0.7625,5.15,9.775,18.35,"288","","LO4","open","pre","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017",8,"0:39:39",2019-09-24 00:39:39,0.660833333333333,12.1059268600252,8,12.1059268600252
"8","4.10.2017",0.7625,5.15,9.775,18.35,"288","","LS4","shrub","pre","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017",4,"0:45:38",2019-09-24 00:45:38,0.760555555555556,5.25931336742148,4,5.25931336742148
"9","4.10.2017",0.7625,5.15,9.775,18.35,"266","","LS5","shrub","pre","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017",3,"0:47:32",2019-09-24 00:47:32,0.792222222222222,3.78681626928471,4,5.04908835904628
"10","4.10.2017",0.7625,5.15,9.775,18.35,"273","","LO6","open","pre","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017",11,"0:58:29",2019-09-24 00:58:29,0.974722222222222,11.2852664576803,16,16.4149330293531
"11","4.10.2017",0.7625,5.15,9.775,18.35,"273","","LS6","shrub","pre","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017",5,"1:17:59",2019-09-24 01:17:59,1.29972222222222,3.8469758495405,5,3.8469758495405
"12","4.11.2017",0.61,6.325,11.5375,18.575,"265","","LO1","open","pre","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017",4,"1:34:53",2019-09-24 01:34:53,1.58138888888889,2.52942209731249,6,3.79413314596873
"13","4.11.2017",0.61,6.325,11.5375,18.575,"289","","LO3","open","pre","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017",0,"0:56:10",2019-09-24 00:56:10,0.936111111111111,0,0,0
"14","4.11.2017",0.61,6.325,11.5375,18.575,"191","","LO4","open","pre","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017",2,"0:43:38",2019-09-24 00:43:38,0.727222222222222,2.7501909854851,3,4.12528647822765
"15","4.11.2017",0.61,6.325,11.5375,18.575,"196","","LO5","open","pre","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017",6,"1:15:43",2019-09-24 01:15:43,1.26194444444444,4.75456746643187,6,4.75456746643187
"16","4.11.2017",0.61,6.325,11.5375,18.575,"194","","LO6","open","pre","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017",11,"1:16:46",2019-09-24 01:16:46,1.27944444444444,8.59748154580981,14,10.9422492401216
"17","4.11.2017",0.61,6.325,11.5375,18.575,"265","","LS1","shrub","pre","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017",9,"1:38:30",2019-09-24 01:38:30,1.64166666666667,5.48223350253807,12,7.30964467005076
"18","4.11.2017",0.61,6.325,11.5375,18.575,"275","","LS2","shrub","pre","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017",5,"1:42:01",2019-09-24 01:42:01,1.70027777777778,2.94069596471165,5,2.94069596471165
"19","4.11.2017",0.61,6.325,11.5375,18.575,"289","","LS3","shrub","pre","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017",1,"0:31:34",2019-09-24 00:31:34,0.526111111111111,1.90073917634636,1,1.90073917634636
"20","4.11.2017",0.61,6.325,11.5375,18.575,"191","","LS4","shrub","pre","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017",2,"0:57:04",2019-09-24 00:57:04,0.951111111111111,2.10280373831776,2,2.10280373831776
"21","4.11.2017",0.61,6.325,11.5375,18.575,"194","","LS6","shrub","pre","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017",7,"1:08:22",2019-09-24 01:08:22,1.13944444444444,6.14334470989761,13,11.4090687469527
"22","4.12.2017",0.75875,6.6625,11.3625,18.6125,"263","","LO1","open","pre","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017",8,"1:32:40",2019-09-24 01:32:40,1.54444444444444,5.17985611510791,18,11.6546762589928
"23","4.12.2017",0.75875,6.6625,11.3625,18.6125,"272","","LO2","open","pre","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017",4,"1:28:50",2019-09-24 01:28:50,1.48055555555556,2.70168855534709,5,3.37711069418386
"24","4.12.2017",0.75875,6.6625,11.3625,18.6125,"296","","LO3","open","pre","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017",6,"1:12:10",2019-09-24 01:12:10,1.20277777777778,4.98845265588915,13,10.8083140877598
"25","4.12.2017",0.75875,6.6625,11.3625,18.6125,"190","","LO4","open","pre","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017",6,"1:05:33",2019-09-24 01:05:33,1.0925,5.49199084668192,8,7.32265446224256
"26","4.12.2017",0.75875,6.6625,11.3625,18.6125,"189","","LO5","open","pre","12:18",1,"15",0,0,2,1,"NO","LO54.12.2017",8,"1:17:13",2019-09-24 01:17:13,1.28694444444444,6.21627455212605,14,10.8784804662206
"27","4.12.2017",0.75875,6.6625,11.3625,18.6125,"293","","LO6","open","pre","12:12",0,"6",2,0,4,16,"NO","LO64.12.2017",4,"1:18:33",2019-09-24 01:18:33,1.30916666666667,3.05537873965627,4,3.05537873965627
"28","4.12.2017",0.75875,6.6625,11.3625,18.6125,"263","","LS1","shrub","pre","12:37",0,"6",0,0,2,0,"silver.cholla","LS14.12.2017",2,"1:28:14",2019-09-24 01:28:14,1.47055555555556,1.36003022289384,3,2.04004533434076
"29","4.12.2017",0.75875,6.6625,11.3625,18.6125,"272","","LS2","shrub","pre","12:42",0,"9",1,0,3,3,"amb.sal, turp, acamp","LS24.12.2017",2,"1:40:05",2019-09-24 01:40:05,1.66805555555556,1.19900083263947,4,2.39800166527893
"30","4.12.2017",0.75875,6.6625,11.3625,18.6125,"296","","LS3","shrub","pre","12:28",1,"6",1,0,3,24,"ephedra","LS34.12.2017",13,"1:07:06",2019-09-24 01:07:06,1.11833333333333,11.6244411326379,16,14.3070044709389
"31","4.12.2017",0.75875,6.6625,11.3625,18.6125,"190","","LS4","shrub","pre","12:33",0,"11",1,0,4,14,"NO","LS44.12.2017",5,"0:56:18",2019-09-24 00:56:18,0.938333333333333,5.32859680284192,8,8.52575488454707
"32","4.12.2017",0.75875,6.6625,11.3625,18.6125,"189","","LS5","shrub","pre","12:18",1,"15",1,0,4,0,"NO","LS54.12.2017",8,"1:05:49",2019-09-24 01:05:49,1.09694444444444,7.29298556596607,11,10.0278551532033
"33","4.12.2017",0.75875,6.6625,11.3625,18.6125,"293","","LS6","shrub","pre","12:12",0,"7",1,0,3,0,"NO","LS64.12.2017",0,"1:07:30",2019-09-24 01:07:30,1.125,0,0,0
"34","4.13.2017",0.76,6.1125,10.675,18.5625,"262","","LO1","open","pre","11:12",0,"7",2,0,3,0,"NO","LO14.13.2017",7,"1:32:24",2019-09-24 01:32:24,1.54,4.54545454545454,7,4.54545454545454
"35","4.13.2017",0.76,6.1125,10.675,18.5625,"180","","LO2","open","pre","11:22",0,"7",0,0,3,1,"NO","LO24.13.2017",8,"1:32:33",2019-09-24 01:32:33,1.5425,5.18638573743922,8,5.18638573743922
"36","4.13.2017",0.76,6.1125,10.675,18.5625,"186","","LO3","open","pre","11:39",0,"7",1,0,4,2,"no","LO34.13.2017",7,"1:02:41",2019-09-24 01:02:41,1.04472222222222,6.70034565275193,8,7.65753788885934
"37","4.13.2017",0.76,6.1125,10.675,18.5625,"192","","LO4","open","pre","11:47",0,"8",1,0,3,0,"no","LO44.13.2017",15,"0:59:46",2019-09-24 00:59:46,0.996111111111111,15.058561070831,17,17.0663692136085
"38","4.13.2017",0.76,6.1125,10.675,18.5625,"199","","LO5","open","pre","12:03",1,"11",0,0,2,0,"no","LO54.13.2017",9,"1:16:44",2019-09-24 01:16:44,1.27888888888889,7.03735881841877,9,7.03735881841877
"39","4.13.2017",0.76,6.1125,10.675,18.5625,"300","","LO6","open","pre","12:08",0,"8",0,0,2,19,"no","LO64.13.2017",4,"1:14:12",2019-09-24 01:14:12,1.23666666666667,3.2345013477089,4,3.2345013477089
"40","4.13.2017",0.76,6.1125,10.675,18.5625,"262","","LS1","shrub","pre","11:12",0,"7",2,0,2,0,"no","LS14.13.2017",5,"1:37:21",2019-09-24 01:37:21,1.6225,3.08166409861325,5,3.08166409861325
"41","4.13.2017",0.76,6.1125,10.675,18.5625,"180","","LS2","shrub","pre","11:22",0,"7",2,0,4,1,"acamp","LS24.13.2017",3,"1:42:07",2019-09-24 01:42:07,1.70194444444444,1.76268973396442,4,2.35025297861923
"42","4.13.2017",0.76,6.1125,10.675,18.5625,"186","","LS3","shrub","pre","11:39",0,"7",2,0,4,14,"acamp","LS34.13.2017",3,"1:01:54",2019-09-24 01:01:54,1.03166666666667,2.90791599353796,3,2.90791599353796
"43","4.13.2017",0.76,6.1125,10.675,18.5625,"192","","LS4","shrub","pre","11:47",0,"8",0,0,2,0,"no","LS44.13.2017",1,"0:52:21",2019-09-24 00:52:21,0.8725,1.14613180515759,1,1.14613180515759
"44","4.13.2017",0.76,6.1125,10.675,18.5625,"199","","LS5","shrub","pre","12:03",1,"11",0,0,1,0,"no","LS54.13.2017",20,"1:01:09",2019-09-24 01:01:09,1.01916666666667,19.6238757154538,32,31.3982011447261
